C_size,A_size,log2(nbytes),difficulty,#points,#distinguished_points,log2(#distinguished_points),#collisions,log2(#collisions),#updates,time(sec)
16, 16, 15.321928, 4, 0, 131666, 17.006523, 23307, 14.508476, 51, 42.895980
16, 16, 15.321928, 4, 0, 97638, 16.575155, 18120, 14.145295, 38, 24.007077
16, 16, 15.321928, 4, 0, 203415, 17.634067, 36931, 15.172545, 79, 76.041036
16, 16, 15.321928, 4, 0, 1974, 10.946906, 278, 8.118941, 0, 4.555139
16, 16, 15.321928, 4, 0, 106136, 16.695555, 18889, 14.205259, 41, 49.389413
16, 16, 15.321928, 4, 0, 156764, 17.258235, 28417, 14.794467, 61, 71.842819
16, 16, 15.321928, 4, 0, 23952, 14.547859, 3990, 11.962173, 9, 5.530931
16, 16, 15.321928, 4, 0, 41727, 15.348694, 7463, 12.865540, 16, 14.413784
16, 16, 15.321928, 4, 0, 9268, 13.178042, 1626, 10.667112, 3, 23.376301
16, 16, 15.321928, 4, 0, 188137, 17.521424, 33854, 15.047039, 73, 55.555681
16, 16, 15.321928, 4, 0, 279145, 18.090655, 49698, 15.600900, 109, 38.184441
16, 16, 15.321928, 4, 0, 79183, 16.272903, 13593, 13.730576, 31, 17.277504
16, 16, 15.321928, 4, 0, 358100, 18.450003, 64539, 15.977884, 140, 69.833375
16, 16, 15.321928, 4, 0, 327388, 18.320642, 59334, 15.856571, 128, 55.480975
16, 16, 15.321928, 4, 0, 41311, 15.334238, 7462, 12.865347, 16, 10.259038
16, 16, 15.321928, 4, 0, 18160, 14.148477, 3371, 11.718961, 7, 12.551284
16, 16, 15.321928, 4, 0, 152187, 17.215486, 27544, 14.749450, 59, 28.506726
16, 16, 15.321928, 4, 0, 726255, 19.470117, 131986, 17.010025, 284, 123.477764
16, 16, 15.321928, 4, 0, 233584, 17.833582, 42049, 15.359784, 91, 70.033525
16, 16, 15.321928, 4, 0, 436712, 18.736323, 79105, 16.271481, 171, 118.701849
16, 16, 15.321928, 4, 0, 201459, 17.620127, 36098, 15.139631, 78, 118.454779
16, 16, 15.321928, 4, 0, 30763, 14.908909, 5281, 12.366595, 12, 10.795635
16, 16, 15.321928, 4, 0, 324857, 18.309445, 59924, 15.870846, 127, 47.840304
16, 16, 15.321928, 4, 0, 75580, 16.205717, 13392, 13.709084, 29, 22.041547
16, 16, 15.321928, 4, 0, 406182, 18.631767, 72390, 16.143503, 159, 133.775983
16, 16, 15.321928, 4, 0, 584246, 19.156216, 105161, 16.682240, 229, 137.528073
16, 16, 15.321928, 4, 0, 18075, 14.141708, 3274, 11.676839, 7, 4.149802
16, 16, 15.321928, 4, 0, 47828, 15.545568, 8448, 13.044394, 18, 23.097411
16, 16, 15.321928, 4, 0, 1924, 10.909893, 265, 8.049849, 0, 3.552201
16, 16, 15.321928, 4, 0, 270557, 18.045573, 49964, 15.608601, 106, 96.589387
16, 16, 15.321928, 4, 0, 571512, 19.124424, 103915, 16.665044, 224, 204.610112
16, 16, 15.321928, 4, 0, 190773, 17.541497, 34085, 15.056849, 74, 34.709234
16, 16, 15.321928, 4, 0, 296725, 18.178767, 53965, 15.719736, 116, 44.413855
16, 16, 15.321928, 4, 0, 665072, 19.343151, 119094, 16.861741, 260, 182.927662
16, 16, 15.321928, 4, 0, 161612, 17.302175, 29094, 14.828434, 63, 115.333213
16, 16, 15.321928, 4, 0, 192948, 17.557853, 34824, 15.087794, 75, 130.492093
16, 16, 15.321928, 4, 0, 248701, 17.924053, 45487, 15.473167, 97, 64.550425
16, 16, 15.321928, 4, 0, 46188, 15.495230, 8153, 12.993115, 18, 7.903959
16, 16, 15.321928, 4, 0, 32761, 14.999692, 5804, 12.502832, 12, 8.259342
16, 16, 15.321928, 4, 0, 234850, 17.841380, 42216, 15.365502, 92, 213.802593
16, 16, 15.321928, 4, 0, 62903, 15.940841, 11053, 13.432150, 24, 43.965224
16, 16, 15.321928, 4, 0, 30600, 14.901244, 5072, 12.308339, 12, 24.537472
16, 16, 15.321928, 4, 0, 72240, 16.140510, 12853, 13.649818, 28, 33.548151
16, 16, 15.321928, 4, 0, 161767, 17.303558, 28363, 14.791723, 63, 45.219896
16, 16, 15.321928, 4, 0, 486467, 18.891982, 88744, 16.437362, 190, 423.531586
16, 16, 15.321928, 4, 0, 229721, 17.809523, 41000, 15.323336, 90, 38.506760
16, 16, 15.321928, 4, 0, 355682, 18.440228, 65184, 15.992230, 139, 59.333999
16, 16, 15.321928, 4, 0, 227701, 17.796781, 42160, 15.363587, 89, 52.351173
16, 16, 15.321928, 4, 0, 72622, 16.148119, 13059, 13.672757, 28, 21.772027
16, 16, 15.321928, 4, 0, 15308, 13.901998, 2805, 11.453785, 5, 8.611621
16, 16, 15.321928, 4, 0, 531071, 19.018545, 96582, 16.559467, 208, 1161.123755
16, 16, 15.321928, 4, 0, 7774, 12.924441, 1410, 10.461479, 3, 2.484596
16, 16, 15.321928, 4, 0, 49106, 15.583612, 8359, 13.029115, 19, 20.242897
16, 16, 15.321928, 4, 0, 108830, 16.731717, 19957, 14.284607, 42, 28.733328
16, 16, 15.321928, 4, 0, 17183, 14.068694, 2743, 11.421539, 6, 7.045972
16, 16, 15.321928, 4, 0, 18556, 14.179598, 3198, 11.642954, 7, 12.094349
16, 16, 15.321928, 4, 0, 336726, 18.361216, 61254, 15.902516, 132, 91.518322
16, 16, 15.321928, 4, 0, 47294, 15.529370, 8051, 12.974952, 18, 5.836626
16, 16, 15.321928, 4, 0, 26580, 14.698053, 4753, 12.214623, 10, 14.025540
16, 16, 15.321928, 4, 0, 54761, 15.740861, 9663, 13.238255, 21, 7.301097
16, 16, 15.321928, 4, 0, 261235, 17.994989, 46731, 15.512092, 102, 77.675066
16, 16, 15.321928, 4, 0, 78514, 16.260662, 14202, 13.793806, 30, 144.698396
16, 16, 15.321928, 4, 0, 98059, 16.581362, 17723, 14.113335, 38, 66.699500
16, 16, 15.321928, 4, 0, 10566, 13.367142, 1839, 10.844706, 4, 3.928104
16, 16, 15.321928, 4, 0, 151380, 17.207815, 26209, 14.677775, 59, 40.412175
16, 16, 15.321928, 4, 0, 218609, 17.737993, 40377, 15.301246, 85, 25.286338
16, 16, 15.321928, 4, 0, 244545, 17.899740, 44854, 15.452949, 95, 66.245307
16, 16, 15.321928, 4, 0, 13657, 13.737353, 2231, 11.123475, 5, 12.658450
16, 16, 15.321928, 4, 0, 215647, 17.718312, 38898, 15.247408, 84, 51.253937
16, 16, 15.321928, 4, 0, 156462, 17.255453, 28883, 14.817933, 61, 42.216997
16, 16, 15.321928, 4, 0, 89883, 16.455761, 16436, 14.004572, 35, 22.192638
16, 16, 15.321928, 4, 0, 145722, 17.152859, 26467, 14.691907, 57, 31.589947
16, 16, 15.321928, 4, 0, 112189, 16.775572, 20226, 14.303923, 43, 33.804008
16, 16, 15.321928, 4, 0, 122881, 16.906902, 21934, 14.420881, 48, 28.123451
16, 16, 15.321928, 4, 0, 20157, 14.298993, 3596, 11.812177, 7, 9.086662
16, 16, 15.321928, 4, 0, 48412, 15.563077, 8887, 13.117481, 18, 11.576369
16, 16, 15.321928, 4, 0, 97899, 16.579007, 17063, 14.058584, 38, 20.648579
16, 16, 15.321928, 4, 0, 20735, 14.339780, 3606, 11.816184, 8, 4.302377
16, 16, 15.321928, 4, 0, 113830, 16.796521, 20758, 14.341380, 44, 40.877801
16, 16, 15.321928, 4, 0, 224857, 17.778648, 40136, 15.292609, 88, 43.979913
16, 16, 15.321928, 4, 0, 118324, 16.852383, 21238, 14.374360, 46, 17.494552
16, 16, 15.321928, 4, 0, 398626, 18.604676, 72459, 16.144877, 156, 194.456812
16, 16, 15.321928, 4, 0, 351971, 18.425097, 63442, 15.953151, 138, 80.128999
16, 16, 15.321928, 4, 0, 62808, 15.938661, 11289, 13.462630, 24, 33.786098
16, 16, 15.321928, 4, 0, 44180, 15.431106, 7795, 12.928333, 17, 10.343849
16, 16, 15.321928, 4, 0, 74192, 16.178976, 13103, 13.677610, 29, 19.821227
16, 16, 15.321928, 4, 0, 106708, 16.703309, 19733, 14.268323, 41, 25.227654
16, 16, 15.321928, 4, 0, 428617, 18.709330, 78291, 16.256559, 168, 140.110922
16, 16, 15.321928, 4, 0, 32055, 14.968262, 6010, 12.553149, 12, 12.373372
16, 16, 15.321928, 4, 0, 88172, 16.428033, 16390, 14.000528, 34, 22.971623
16, 16, 15.321928, 4, 0, 123725, 16.916778, 21820, 14.413363, 48, 32.463806
16, 16, 15.321928, 4, 0, 264412, 18.012428, 48190, 15.556446, 103, 114.517335
16, 16, 15.321928, 4, 0, 425694, 18.699457, 77457, 16.241108, 166, 267.473332
16, 16, 15.321928, 4, 0, 326351, 18.316065, 59531, 15.861354, 127, 181.605378
16, 16, 15.321928, 4, 0, 40809, 15.316600, 7535, 12.879392, 15, 31.050057
16, 16, 15.321928, 4, 0, 209978, 17.679879, 37995, 15.213522, 82, 43.899922
16, 16, 15.321928, 4, 0, 855367, 19.706184, 153395, 17.226892, 335, 300.138513
16, 16, 15.321928, 4, 0, 318648, 18.281604, 58019, 15.824238, 125, 74.251105
16, 16, 15.321928, 4, 0, 96964, 16.565162, 17757, 14.116100, 38, 37.138338
16, 16, 15.321928, 4, 0, 45964, 15.488217, 8445, 13.043882, 18, 11.387442
16, 16, 15.321928, 4, 0, 71822, 16.132138, 12742, 13.637304, 28, 15.711270
16, 16, 15.321928, 4, 0, 122362, 16.900796, 22947, 14.486018, 47, 46.119988
16, 16, 15.321928, 4, 0, 48971, 15.579640, 9016, 13.138272, 19, 6.399097
16, 16, 15.321928, 4, 0, 536657, 19.033641, 97094, 16.567095, 210, 129.919113
16, 16, 15.321928, 4, 0, 464810, 18.826282, 84567, 16.367807, 182, 95.948869
16, 16, 15.321928, 4, 0, 622556, 19.247844, 113387, 16.790896, 244, 188.491689
16, 16, 15.321928, 4, 0, 236771, 17.853133, 43335, 15.403245, 92, 46.693148
16, 16, 15.321928, 4, 0, 46114, 15.492917, 8025, 12.970286, 18, 39.871745
16, 16, 15.321928, 4, 0, 36298, 15.147602, 6645, 12.698053, 14, 26.456976
16, 16, 15.321928, 4, 0, 663235, 19.339161, 117993, 16.848342, 259, 614.942643
16, 16, 15.321928, 4, 0, 39924, 15.284969, 6972, 12.767357, 15, 43.858828
16, 16, 15.321928, 4, 0, 269215, 18.038399, 48839, 15.575746, 105, 58.839701
16, 16, 15.321928, 4, 0, 1085770, 20.050287, 196104, 17.581259, 425, 394.379622
16, 16, 15.321928, 4, 0, 693274, 19.403066, 125237, 16.934301, 271, 262.321143
16, 16, 15.321928, 4, 0, 40984, 15.322773, 7436, 12.860311, 16, 10.121086
16, 16, 15.321928, 4, 0, 5261, 12.361121, 784, 9.614710, 2, 1.832927
16, 16, 15.321928, 4, 0, 1319871, 20.331966, 236807, 17.853352, 517, 328.218140
16, 16, 15.321928, 4, 0, 147294, 17.168339, 27193, 14.730948, 57, 52.408500
16, 16, 15.321928, 4, 0, 163411, 17.318146, 29412, 14.844117, 64, 26.542060
16, 16, 15.321928, 4, 0, 7825, 12.933875, 1345, 10.393390, 3, 6.150334
16, 16, 15.321928, 4, 0, 76044, 16.214547, 13840, 13.756556, 29, 11.378390
16, 16, 15.321928, 4, 0, 54037, 15.721660, 9718, 13.246444, 21, 12.064648
16, 16, 15.321928, 4, 0, 322494, 18.298913, 58030, 15.824511, 126, 63.596167
16, 16, 15.321928, 4, 0, 15704, 13.938844, 2886, 11.494856, 6, 10.673352
16, 16, 15.321928, 4, 0, 122627, 16.903917, 21625, 14.400413, 48, 51.363559
16, 16, 15.321928, 4, 0, 188483, 17.524075, 34506, 15.074560, 73, 61.416310
16, 16, 15.321928, 4, 0, 276164, 18.075166, 50617, 15.627334, 108, 79.441752
16, 16, 15.321928, 4, 0, 142726, 17.122889, 25019, 14.610737, 55, 38.875121
16, 16, 15.321928, 4, 0, 300290, 18.195997, 54529, 15.734736, 117, 312.245758
16, 16, 15.321928, 4, 0, 87065, 16.409805, 15565, 13.926018, 34, 32.858873
16, 16, 15.321928, 4, 0, 146054, 17.156142, 25970, 14.664558, 57, 25.589828
16, 16, 15.321928, 4, 0, 102343, 16.643053, 18185, 14.150461, 40, 34.136239
16, 16, 15.321928, 4, 0, 8600, 13.070121, 1409, 10.460456, 3, 4.373412
16, 16, 15.321928, 4, 0, 110014, 16.747328, 18925, 14.208006, 43, 29.700487
16, 16, 15.321928, 4, 0, 494237, 18.914843, 89062, 16.442522, 193, 113.549914
16, 16, 15.321928, 4, 0, 129518, 16.982793, 24798, 14.597936, 50, 25.751137
16, 16, 15.321928, 4, 0, 10274, 13.326710, 1597, 10.641149, 4, 5.018023
16, 16, 15.321928, 4, 0, 43613, 15.412471, 8157, 12.993823, 17, 12.350211
16, 16, 15.321928, 4, 0, 2971, 11.536733, 403, 8.654636, 1, 2.720916
16, 16, 15.321928, 4, 0, 40142, 15.292825, 6949, 12.762590, 15, 257.085932
16, 16, 15.321928, 4, 0, 1361465, 20.376728, 246638, 17.912036, 533, 902.955480
16, 16, 15.321928, 4, 0, 187367, 17.515507, 33570, 15.034885, 73, 53.364964
16, 16, 15.321928, 4, 0, 778537, 19.570406, 142091, 17.116456, 305, 142.373711
16, 16, 15.321928, 4, 0, 110685, 16.756100, 19930, 14.282654, 43, 44.066805
16, 16, 15.321928, 4, 0, 125115, 16.932895, 22416, 14.452241, 49, 21.783566
16, 16, 15.321928, 4, 0, 341348, 18.380884, 61161, 15.900324, 133, 73.391164
16, 16, 15.321928, 4, 0, 98037, 16.581039, 17881, 14.126140, 38, 24.693523
16, 16, 15.321928, 4, 0, 83059, 16.341849, 15025, 13.875077, 32, 14.625879
16, 16, 15.321928, 4, 0, 493244, 18.911942, 88916, 16.440155, 193, 96.608228
16, 16, 15.321928, 4, 0, 276474, 18.076784, 50085, 15.612091, 108, 91.581399
16, 16, 15.321928, 4, 0, 75431, 16.202870, 13588, 13.730046, 29, 66.437584
16, 16, 15.321928, 4, 0, 35826, 15.128719, 6573, 12.682336, 14, 6.797671
16, 16, 15.321928, 4, 0, 19049, 14.217428, 3299, 11.687813, 7, 6.796535
16, 16, 16.321928, 4, 0, 61365, 15.905128, 18465, 14.172506, 12, 17.219197
16, 16, 16.321928, 4, 0, 342421, 18.385412, 99842, 16.607359, 67, 143.241985
16, 16, 16.321928, 4, 0, 2810, 11.456354, 678, 9.405141, 0, 2.989794
16, 16, 16.321928, 4, 0, 179456, 17.453271, 52910, 15.691253, 35, 62.332562
16, 16, 16.321928, 4, 0, 77712, 16.245850, 22191, 14.437687, 15, 41.937606
16, 16, 16.321928, 4, 0, 21515, 14.393055, 5874, 12.520128, 4, 3.396192
16, 16, 16.321928, 4, 0, 188153, 17.521547, 55578, 15.762226, 36, 51.424332
16, 16, 16.321928, 4, 0, 303662, 18.212107, 87147, 16.411163, 59, 77.356991
16, 16, 16.321928, 4, 0, 54811, 15.742178, 14817, 13.854966, 10, 14.303340
16, 16, 16.321928, 4, 0, 86062, 16.393089, 24820, 14.599215, 16, 38.837568
16, 16, 16.321928, 4, 0, 29731, 14.859680, 8969, 13.130731, 5, 4.902430
16, 16, 16.321928, 4, 0, 248417, 17.922404, 72102, 16.137752, 48, 52.996768
16, 16, 16.321928, 4, 0, 17702, 14.111625, 4714, 12.202736, 3, 13.190686
16, 16, 16.321928, 4, 0, 11868, 13.534789, 3052, 11.575539, 2, 7.597226
16, 16, 16.321928, 4, 0, 261504, 17.996473, 77218, 16.236650, 51, 61.057358
16, 16, 16.321928, 4, 0, 11442, 13.482052, 2973, 11.537704, 2, 2.179192
16, 16, 16.321928, 4, 0, 281244, 18.101463, 83342, 16.346756, 55, 114.718027
16, 16, 16.321928, 4, 0, 227343, 17.794511, 66623, 16.023733, 44, 55.983376
16, 16, 16.321928, 4, 0, 136098, 17.054286, 39886, 15.283595, 26, 73.660321
16, 16, 16.321928, 4, 0, 82829, 16.337848, 24517, 14.581495, 16, 26.324184
16, 16, 16.321928, 4, 0, 57400, 15.808763, 16134, 13.977817, 11, 32.788438
16, 16, 16.321928, 4, 0, 51233, 15.644786, 15063, 13.878722, 10, 17.969536
16, 16, 16.321928, 4, 0, 74795, 16.190654, 21069, 14.362834, 14, 15.185895
16, 16, 16.321928, 4, 0, 276257, 18.075651, 79990, 16.287532, 54, 79.642789
16, 16, 16.321928, 4, 0, 149682, 17.191541, 43434, 15.406537, 29, 30.980399
16, 16, 16.321928, 4, 0, 247228, 17.915483, 70856, 16.112602, 48, 66.528990
16, 16, 16.321928, 4, 0, 232900, 17.829351, 67724, 16.047380, 45, 34.725876
16, 16, 16.321928, 4, 0, 647316, 19.304111, 187471, 17.516308, 126, 286.098437
16, 16, 16.321928, 4, 0, 387999, 18.565693, 110774, 16.757260, 76, 89.728319
16, 16, 16.321928, 4, 0, 220021, 17.747282, 63638, 15.957601, 43, 115.204132
16, 16, 16.321928, 4, 0, 18796, 14.198138, 5190, 12.341519, 3, 24.596181
16, 16, 16.321928, 4, 0, 391337, 18.578052, 111155, 16.762213, 76, 81.022081
16, 16, 16.321928, 4, 0, 189816, 17.534242, 54937, 15.745491, 37, 55.738522
16, 16, 16.321928, 4, 0, 105354, 16.684886, 30555, 14.899121, 20, 19.919729
16, 16, 16.321928, 4, 0, 62942, 15.941735, 17881, 14.126140, 12, 8.790728
16, 16, 16.321928, 4, 0, 520772, 18.990292, 152283, 17.216395, 102, 116.452992
16, 16, 16.321928, 4, 0, 86871, 16.406587, 25583, 14.642898, 17, 230.557812
16, 16, 16.321928, 4, 0, 407912, 18.637898, 119351, 16.864851, 79, 181.206527
16, 16, 16.321928, 4, 0, 133069, 17.021815, 39126, 15.255840, 26, 44.648834
16, 16, 16.321928, 4, 0, 22562, 14.461607, 6506, 12.667555, 4, 12.428039
16, 16, 16.321928, 4, 0, 10264, 13.325305, 2703, 11.400346, 2, 1.801985
16, 16, 16.321928, 4, 0, 312007, 18.251219, 90539, 16.466252, 61, 95.328542
16, 16, 16.321928, 4, 0, 15547, 13.924349, 4300, 12.070121, 3, 9.198483
16, 16, 16.321928, 4, 0, 79508, 16.278812, 23220, 14.503080, 15, 24.550106
16, 16, 16.321928, 4, 0, 308235, 18.233671, 89461, 16.448971, 60, 100.085151
16, 16, 16.321928, 4, 0, 174949, 17.416575, 50228, 15.616204, 34, 39.635853
16, 16, 16.321928, 4, 0, 120872, 16.883121, 36370, 15.150461, 23, 54.197018
16, 16, 16.321928, 4, 0, 541, 9.079485, 114, 6.832890, 0, 1.141652
16, 16, 16.321928, 4, 0, 87145, 16.411130, 25059, 14.613041, 17, 26.775416
16, 16, 16.321928, 4, 0, 44184, 15.431236, 12916, 13.656872, 8, 11.227557
16, 16, 16.321928, 4, 0, 108515, 16.727535, 31177, 14.928194, 21, 20.172423
16, 16, 16.321928, 4, 0, 121495, 16.890537, 35263, 15.105868, 23, 43.846785
16, 16, 16.321928, 4, 0, 260259, 17.989589, 76615, 16.225339, 51, 72.417050
16, 16, 16.321928, 4, 0, 23717, 14.533634, 6468, 12.659104, 4, 6.851050
16, 16, 16.321928, 4, 0, 49732, 15.601887, 13616, 13.733015, 9, 22.602100
16, 16, 16.321928, 4, 0, 122913, 16.907278, 35228, 15.104435, 24, 12.892724
16, 16, 16.321928, 4, 0, 27896, 14.767771, 7808, 12.930737, 5, 5.268988
16, 16, 16.321928, 4, 0, 13207, 13.689015, 3320, 11.696968, 2, 5.486073
16, 16, 16.321928, 4, 0, 15879, 13.954832, 4101, 12.001760, 3, 4.700728
16, 16, 16.321928, 4, 0, 9188, 13.165535, 2284, 11.157347, 1, 6.040866
16, 16, 16.321928, 4, 0, 205636, 17.649733, 59325, 15.856353, 40, 24.339382
16, 16, 16.321928, 4, 0, 58173, 15.828062, 16458, 14.006501, 11, 17.397528
16, 16, 16.321928, 4, 0, 301520, 18.201894, 86677, 16.403362, 59, 50.711724
16, 16, 16.321928, 4, 0, 622955, 19.248768, 182010, 17.473658, 122, 161.259970
16, 16, 16.321928, 4, 0, 218494, 17.737234, 63652, 15.957918, 42, 48.314516
16, 16, 16.321928, 4, 0, 198777, 17.600791, 57645, 15.814908, 38, 57.980742
16, 16, 16.321928, 4, 0, 87743, 16.420996, 25242, 14.623539, 17, 25.994772
16, 16, 16.321928, 4, 0, 308628, 18.235509, 88876, 16.439506, 60, 71.882623
16, 16, 16.321928, 4, 0, 286157, 18.126447, 82952, 16.339989, 56, 40.427252
16, 16, 16.321928, 4, 0, 332148, 18.341467, 96826, 16.563107, 65, 48.588669
16, 16, 16.321928, 4, 0, 406030, 18.631227, 116715, 16.832630, 79, 179.804457
16, 16, 16.321928, 4, 0, 192743, 17.556319, 55607, 15.762979, 37, 36.239434
16, 16, 16.321928, 4, 0, 103135, 16.654174, 29958, 14.870654, 20, 43.865560
16, 16, 16.321928, 4, 0, 142118, 17.116730, 41048, 15.325024, 27, 69.018719
16, 16, 16.321928, 4, 0, 55591, 15.762564, 16810, 14.037032, 10, 14.710017
16, 16, 16.321928, 4, 0, 239120, 17.867375, 70535, 16.106052, 46, 84.114944
16, 16, 16.321928, 4, 0, 20969, 14.355970, 6032, 12.558421, 4, 10.450090
16, 16, 16.321928, 4, 0, 332739, 18.344031, 95141, 16.537780, 65, 118.955337
16, 16, 16.321928, 4, 0, 113559, 16.793083, 33368, 15.026178, 22, 37.339845
16, 16, 16.321928, 4, 0, 9969, 13.283233, 2437, 11.250891, 1, 8.697659
16, 16, 16.321928, 4, 0, 149165, 17.186550, 42860, 15.387344, 29, 73.910482
16, 16, 16.321928, 4, 0, 47312, 15.529919, 13968, 13.769838, 9, 6.478041
16, 16, 16.321928, 4, 0, 283656, 18.113783, 82690, 16.335425, 55, 192.898834
16, 16, 16.321928, 4, 0, 87939, 16.424216, 25282, 14.625823, 17, 40.797263
16, 16, 16.321928, 4, 0, 452614, 18.787922, 130631, 16.995138, 88, 83.382997
16, 16, 16.321928, 4, 0, 28272, 14.787086, 7915, 12.950374, 5, 25.409167
16, 16, 16.321928, 4, 0, 27320, 14.737670, 7327, 12.839007, 5, 9.217064
16, 16, 16.321928, 4, 0, 92191, 16.492338, 25772, 14.653517, 18, 17.803104
16, 16, 16.321928, 4, 0, 2286, 11.158610, 574, 9.164907, 0, 3.725061
16, 16, 16.321928, 4, 0, 481364, 18.876769, 140294, 17.098094, 94, 124.038109
16, 16, 16.321928, 4, 0, 70808, 16.111625, 19021, 14.215305, 13, 33.481677
16, 16, 16.321928, 4, 0, 34222, 15.062636, 9787, 13.256651, 6, 6.839540
16, 16, 16.321928, 4, 0, 598788, 19.191686, 174033, 17.409001, 117, 124.985356
16, 16, 16.321928, 4, 0, 132778, 17.018657, 37973, 15.212686, 26, 20.561510
16, 16, 16.321928, 4, 0, 256058, 17.966111, 71729, 16.130269, 50, 63.429421
16, 16, 16.321928, 4, 0, 15494, 13.919422, 3969, 11.954560, 3, 15.358188
16, 16, 16.321928, 4, 0, 654148, 19.319258, 188004, 17.520404, 128, 135.646411
16, 16, 16.321928, 4, 0, 225304, 17.781513, 65357, 15.996054, 44, 75.483491
16, 16, 16.321928, 4, 0, 198280, 17.597180, 57962, 15.822820, 38, 106.208168
16, 16, 16.321928, 4, 0, 245562, 17.905728, 71123, 16.118029, 48, 80.145293
16, 16, 16.321928, 4, 0, 59898, 15.870220, 17202, 14.070289, 11, 20.149963
16, 16, 16.321928, 4, 0, 442381, 18.754930, 130232, 16.990724, 86, 111.241356
16, 16, 16.321928, 4, 0, 209140, 17.674109, 59767, 15.867062, 40, 91.273431
16, 16, 16.321928, 4, 0, 91133, 16.475686, 25583, 14.642898, 17, 16.425367
16, 16, 16.321928, 4, 0, 235999, 17.848421, 68019, 16.053650, 46, 42.566717
16, 16, 16.321928, 4, 0, 266301, 18.022698, 78217, 16.255195, 52, 322.111459
16, 16, 16.321928, 4, 0, 98905, 16.593756, 27929, 14.769476, 19, 98.199886
16, 16, 16.321928, 4, 0, 651131, 19.312588, 189409, 17.531145, 127, 113.863701
16, 16, 16.321928, 4, 0, 41367, 15.336193, 12306, 13.587074, 8, 6.443548
16, 16, 16.321928, 4, 0, 184086, 17.490020, 53147, 15.697701, 36, 55.378511
16, 16, 16.321928, 4, 0, 224914, 17.779014, 65028, 15.988773, 44, 68.254447
16, 16, 16.321928, 4, 0, 80648, 16.299351, 22922, 14.484445, 15, 17.273167
16, 16, 16.321928, 4, 0, 82207, 16.326974, 23585, 14.525582, 16, 22.972359
16, 16, 16.321928, 4, 0, 926966, 19.822157, 267698, 18.030247, 181, 108.220848
16, 16, 16.321928, 4, 0, 311814, 18.250326, 89368, 16.447471, 61, 69.571506
16, 16, 16.321928, 4, 0, 419831, 18.679449, 122981, 16.908076, 82, 74.118915
16, 16, 16.321928, 4, 0, 190201, 17.537165, 54102, 15.723394, 37, 41.609428
16, 16, 16.321928, 4, 0, 45142, 15.462183, 12980, 13.664003, 8, 30.454778
16, 16, 16.321928, 4, 0, 169061, 17.367184, 48881, 15.576986, 33, 38.657233
16, 16, 16.321928, 4, 0, 93168, 16.507547, 26895, 14.715050, 18, 47.014403
16, 16, 16.321928, 4, 0, 52674, 15.684803, 15678, 13.936454, 10, 13.918649
16, 16, 16.321928, 4, 0, 338939, 18.370666, 97399, 16.571619, 66, 79.871809
16, 16, 16.321928, 4, 0, 302530, 18.206719, 87982, 16.424921, 59, 56.800491
16, 16, 16.321928, 4, 0, 63310, 15.950146, 17538, 14.098197, 12, 19.901768
16, 16, 16.321928, 4, 0, 86918, 16.407367, 25088, 14.614710, 17, 20.865063
16, 16, 16.321928, 4, 0, 62155, 15.923583, 18116, 14.144977, 12, 23.725605
16, 16, 16.321928, 4, 0, 57307, 15.806424, 16722, 14.029460, 11, 25.779786
16, 16, 16.321928, 4, 0, 112777, 16.783113, 31725, 14.953333, 22, 28.760500
16, 16, 16.321928, 4, 0, 31629, 14.948960, 8781, 13.100170, 6, 5.829344
16, 16, 16.321928, 4, 0, 209400, 17.675902, 59115, 15.851237, 41, 44.389539
16, 16, 16.321928, 4, 0, 144749, 17.143194, 41240, 15.331757, 28, 72.710005
16, 16, 16.321928, 4, 0, 96545, 16.558914, 27427, 14.743309, 18, 26.786200
16, 16, 16.321928, 4, 0, 24327, 14.570271, 6803, 12.731955, 4, 5.986084
16, 16, 16.321928, 4, 0, 70887, 16.113233, 20016, 14.288866, 13, 28.615956
16, 16, 16.321928, 4, 0, 82398, 16.330322, 24082, 14.555668, 16, 16.369962
16, 16, 16.321928, 4, 0, 21380, 14.383974, 5810, 12.504322, 4, 6.946762
16, 16, 16.321928, 4, 0, 68516, 16.064153, 19739, 14.268761, 13, 9.920206
16, 16, 16.321928, 4, 0, 504911, 18.945670, 146449, 17.160039, 98, 232.161580
16, 16, 16.321928, 4, 0, 47933, 15.548732, 13341, 13.703579, 9, 10.371930
16, 16, 16.321928, 4, 0, 125209, 16.933979, 36675, 15.162509, 24, 32.212379
16, 16, 16.321928, 4, 0, 277767, 18.083516, 82122, 16.325481, 54, 48.196147
16, 16, 16.321928, 4, 0, 221226, 17.755161, 63988, 15.965514, 43, 44.701626
16, 16, 16.321928, 4, 0, 32340, 14.981032, 8963, 13.129766, 6, 4.983819
16, 16, 16.321928, 4, 0, 310, 8.276124, 68, 6.087463, 0, 1.980315
16, 16, 16.321928, 4, 0, 49347, 15.590675, 13736, 13.745674, 9, 16.212963
16, 16, 16.321928, 4, 0, 17663, 14.108443, 4932, 12.267957, 3, 3.793788
16, 16, 16.321928, 4, 0, 81778, 16.319425, 23383, 14.513172, 16, 33.402592
16, 16, 16.321928, 4, 0, 124288, 16.923327, 35249, 15.105295, 24, 19.038399
16, 16, 16.321928, 4, 0, 325508, 18.312333, 94346, 16.525674, 63, 96.432568
16, 16, 16.321928, 4, 0, 54099, 15.723314, 15762, 13.944163, 10, 5.876226
