C_size,A_size,log2(nbytes),difficulty,#points,#distinguished_points,log2(#distinguished_points),#collisions,log2(#collisions),#updates,time(sec)
16, 16, 12.321928, 6, 0, 313951, 18.260180, 28300, 14.788514, 1038, 5422.081476
16, 16, 12.321928, 6, 0, 688495, 19.393087, 62472, 15.930922, 2277, 1631.462408
16, 16, 12.321928, 6, 0, 829260, 19.661465, 75193, 16.198311, 2732, 5418.230710
16, 16, 12.321928, 6, 0, 24312, 14.569381, 2293, 11.163021, 79, 31.885392
16, 16, 12.321928, 6, 0, 83800, 16.354663, 7628, 12.897089, 275, 408.742933
16, 16, 12.321928, 6, 0, 61782, 15.914899, 5877, 12.520864, 203, 111.695693
16, 16, 12.321928, 6, 0, 45306, 15.467415, 4422, 12.110483, 148, 54.956735
16, 16, 12.321928, 6, 0, 147123, 17.166663, 13332, 13.702606, 486, 1047.266207
16, 16, 12.321928, 6, 0, 1284516, 20.292793, 116433, 16.829140, 4242, 5711.165955
16, 16, 12.321928, 6, 0, 66136, 16.013148, 5803, 12.502583, 218, 91.136865
16, 16, 12.321928, 6, 0, 63562, 15.955877, 6012, 12.553629, 208, 86.720599
16, 16, 12.321928, 6, 0, 32334, 14.980764, 2809, 11.455841, 107, 86.929199
16, 16, 12.321928, 6, 0, 815, 9.670656, 105, 6.714246, 2, 1.918646
16, 16, 12.321928, 6, 0, 118024, 16.848721, 10951, 13.418775, 390, 184.361147
16, 16, 12.321928, 6, 0, 38694, 15.239822, 3523, 11.782589, 128, 58.628864
16, 16, 12.321928, 6, 0, 33743, 15.042301, 3338, 11.704768, 111, 52.096880
16, 16, 12.321928, 6, 0, 424613, 18.695789, 38640, 15.237807, 1397, 647.441587
16, 16, 12.321928, 6, 0, 39972, 15.286702, 3720, 11.861087, 132, 261.987651
16, 16, 12.321928, 6, 0, 520682, 18.990043, 47189, 15.526163, 1720, 9354.588638
16, 16, 12.321928, 6, 0, 66174, 16.013977, 6076, 12.568906, 218, 750.822059
16, 16, 12.321928, 6, 0, 116618, 16.831431, 10490, 13.356727, 387, 592.909230
16, 16, 12.321928, 6, 0, 779453, 19.572103, 69849, 16.091952, 2566, 1442.411104
16, 16, 12.321928, 6, 0, 255980, 17.965672, 23265, 14.505874, 845, 1074.328451
16, 16, 12.321928, 6, 0, 155992, 17.251113, 14994, 13.872098, 514, 795.654691
16, 16, 12.321928, 6, 0, 59990, 15.872434, 5371, 12.390975, 198, 87.763171
16, 16, 12.321928, 6, 0, 193180, 17.559586, 17619, 14.104844, 636, 749.731016
16, 16, 12.321928, 6, 0, 1407, 10.458407, 117, 6.870365, 4, 5.562339
16, 16, 12.321928, 6, 0, 2166, 11.080818, 252, 7.977280, 6, 5.880454
16, 16, 12.321928, 6, 0, 127952, 16.965243, 11473, 13.485955, 425, 1651.266457
16, 16, 12.321928, 6, 0, 561312, 19.098443, 51421, 15.650070, 1851, 2207.795588
16, 16, 12.321928, 6, 0, 42431, 15.372831, 4018, 11.972262, 138, 57.640287
16, 16, 12.321928, 6, 0, 21682, 14.404210, 1932, 10.915879, 71, 34.136587
16, 16, 12.321928, 6, 0, 1559505, 20.572657, 142751, 17.123141, 5144, 4563.249001
16, 16, 12.321928, 6, 0, 776922, 19.567410, 69453, 16.083749, 2563, 8459.864888
16, 16, 12.321928, 6, 0, 62366, 15.928472, 5691, 12.474466, 206, 326.979473
16, 16, 12.321928, 6, 0, 1220126, 20.218599, 112139, 16.774929, 4034, 6419.499780
16, 16, 12.321928, 6, 0, 194027, 17.565898, 18147, 14.147443, 639, 544.531137
16, 16, 12.321928, 6, 0, 159120, 17.279756, 14227, 13.796344, 524, 1876.325428
16, 16, 12.321928, 6, 0, 1136954, 20.116742, 103248, 16.655754, 3752, 10997.935762
16, 16, 12.321928, 6, 0, 2114155, 21.011650, 191659, 17.548182, 6978, 9259.735009
16, 16, 12.321928, 6, 0, 105627, 16.688619, 10051, 13.295051, 347, 166.664316
16, 16, 12.321928, 6, 0, 104113, 16.667791, 9583, 13.226262, 343, 2130.381016
16, 16, 12.321928, 6, 0, 612624, 19.224642, 55803, 15.768055, 2026, 2169.566983
16, 16, 12.321928, 6, 0, 132208, 17.012450, 12145, 13.568075, 437, 3035.724111
16, 16, 12.321928, 6, 0, 77299, 16.238162, 6996, 12.772315, 255, 213.865677
16, 16, 12.321928, 6, 0, 133091, 17.022053, 11855, 13.533208, 441, 221.987408
16, 16, 12.321928, 6, 0, 446371, 18.767884, 39310, 15.262609, 1472, 4307.719903
16, 16, 12.321928, 6, 0, 370495, 18.499095, 33956, 15.051379, 1222, 2509.835971
16, 16, 12.321928, 6, 0, 26445, 14.690707, 2485, 11.279030, 87, 64.769477
16, 16, 12.321928, 6, 0, 118483, 16.854321, 10714, 13.387210, 391, 233.720984
16, 16, 12.321928, 6, 0, 656774, 19.325037, 60373, 15.881616, 2171, 4534.387490
16, 16, 12.321928, 6, 0, 46817, 15.514745, 4149, 12.018548, 154, 201.394623
16, 16, 12.321928, 6, 0, 373176, 18.509497, 34317, 15.066636, 1233, 3330.387910
16, 16, 12.321928, 6, 0, 1261090, 20.266240, 115532, 16.817933, 4167, 8075.633637
16, 16, 12.321928, 6, 0, 901529, 19.782014, 81390, 16.312564, 2977, 6010.010084
16, 16, 12.321928, 6, 0, 602665, 19.200997, 55143, 15.750890, 1990, 4284.097961
16, 16, 12.321928, 6, 0, 258261, 17.978470, 24208, 14.563196, 848, 437.936388
16, 16, 12.321928, 6, 0, 17241, 14.073556, 1497, 10.547859, 57, 22.062138
16, 16, 12.321928, 6, 0, 53863, 15.717007, 5071, 12.308055, 178, 103.782292
16, 16, 12.321928, 6, 0, 14934, 13.866313, 1326, 10.372865, 50, 195.491335
16, 16, 12.321928, 6, 0, 6734, 12.717248, 603, 9.236014, 22, 22.473339
16, 16, 12.321928, 6, 0, 45530, 15.474530, 4231, 12.046783, 150, 59.006024
16, 16, 12.321928, 6, 0, 476922, 18.863394, 43283, 15.401513, 1574, 6761.235537
16, 16, 12.321928, 6, 0, 319067, 18.283500, 28942, 14.820877, 1053, 3895.548933
16, 16, 12.321928, 6, 0, 361370, 18.463117, 32979, 15.009260, 1188, 1441.319385
16, 16, 12.321928, 6, 0, 795429, 19.601374, 71536, 16.126382, 2622, 4467.186575
16, 16, 12.321928, 6, 0, 259599, 17.985925, 23704, 14.532843, 858, 1884.194538
16, 16, 12.321928, 6, 0, 227789, 17.797339, 20474, 14.321505, 753, 3157.825576
16, 16, 12.321928, 6, 0, 314720, 18.263709, 29515, 14.849161, 1037, 11098.167443
16, 16, 12.321928, 6, 0, 152890, 17.222135, 13975, 13.770561, 505, 2006.581372
16, 16, 12.321928, 6, 0, 120299, 16.876265, 10808, 13.399812, 395, 283.830088
16, 16, 12.321928, 6, 0, 29278, 14.837529, 2629, 11.360298, 97, 47.860254
16, 16, 12.321928, 6, 0, 37966, 15.212420, 3746, 11.871135, 125, 71.698467
16, 16, 12.321928, 6, 0, 743786, 19.504528, 68034, 16.053968, 2448, 3464.173534
16, 16, 12.321928, 6, 0, 252378, 17.945227, 23538, 14.522704, 831, 3301.640606
16, 16, 12.321928, 6, 0, 110890, 16.758770, 9832, 13.263269, 367, 433.749891
16, 16, 12.321928, 6, 0, 532996, 19.023765, 49455, 15.593829, 1760, 3676.538533
16, 16, 12.321928, 6, 0, 226946, 17.791990, 20329, 14.311252, 752, 1231.051780
16, 16, 12.321928, 6, 0, 884415, 19.754364, 79755, 16.283287, 2919, 3726.569994
16, 16, 12.321928, 6, 0, 26338, 14.684858, 2321, 11.180531, 85, 3637.270441
16, 16, 12.321928, 6, 0, 783396, 19.579382, 72606, 16.147801, 2587, 1477.158325
16, 16, 12.321928, 6, 0, 808410, 19.624728, 72126, 16.138232, 2666, 4259.788403
16, 16, 12.321928, 6, 0, 14262, 13.799889, 1363, 10.412570, 46, 18.913106
16, 16, 12.321928, 6, 0, 388834, 18.568795, 35692, 15.123313, 1283, 4636.361243
16, 16, 12.321928, 6, 0, 411521, 18.650607, 36684, 15.162863, 1359, 4983.077106
16, 16, 12.321928, 6, 0, 92441, 16.496245, 8391, 13.034627, 304, 318.527361
16, 16, 12.321928, 6, 0, 112714, 16.782307, 10312, 13.332037, 370, 205.968303
16, 16, 12.321928, 6, 0, 47775, 15.543968, 4147, 12.017852, 157, 205.647640
16, 16, 12.321928, 6, 0, 65635, 16.002178, 5924, 12.532356, 216, 340.823297
16, 16, 12.321928, 6, 0, 98411, 16.586532, 9064, 13.145932, 323, 1493.412228
16, 16, 12.321928, 6, 0, 364567, 18.475824, 33291, 15.022845, 1200, 4121.609169
16, 16, 12.321928, 6, 0, 115561, 16.818295, 10227, 13.320095, 381, 740.258735
16, 16, 12.321928, 6, 0, 1469249, 20.486647, 133204, 17.023278, 4851, 8236.795180
16, 16, 12.321928, 6, 0, 19024, 14.215533, 1782, 10.799282, 62, 39.288309
16, 16, 12.321928, 6, 0, 181977, 17.473397, 16349, 13.996915, 600, 283.219764
16, 16, 12.321928, 6, 0, 527410, 19.008565, 47094, 15.523256, 1738, 2276.557787
16, 16, 12.321928, 6, 0, 242791, 17.889355, 21993, 14.424757, 802, 473.705052
16, 16, 12.321928, 6, 0, 87024, 16.409126, 8291, 13.017330, 286, 4409.101471
16, 16, 12.321928, 6, 0, 31970, 14.964431, 2888, 11.495855, 105, 70.473170
16, 16, 12.321928, 6, 0, 310664, 18.244996, 27588, 14.751753, 1025, 6341.316097
16, 16, 12.321928, 6, 0, 385223, 18.555334, 34635, 15.079943, 1272, 1465.712216
16, 16, 12.321928, 6, 0, 67212, 16.036431, 6068, 12.567005, 222, 119.660659
16, 16, 12.321928, 6, 0, 75292, 16.200209, 6705, 12.711022, 247, 120.420523
16, 16, 12.321928, 6, 0, 3583, 11.806952, 306, 8.257388, 12, 7.243269
16, 16, 12.321928, 6, 0, 2554, 11.318543, 196, 7.614710, 8, 7.315444
16, 16, 12.321928, 6, 0, 174514, 17.412983, 15496, 13.919608, 577, 2291.797976
16, 16, 12.321928, 6, 0, 1134145, 20.113174, 103188, 16.654916, 3748, 4865.061129
16, 16, 12.321928, 6, 0, 42792, 15.385053, 4155, 12.020633, 141, 826.476356
16, 16, 12.321928, 6, 0, 158180, 17.271208, 14481, 13.821874, 526, 884.852171
16, 16, 12.321928, 6, 0, 772177, 19.558572, 69699, 16.088850, 2553, 4252.531623
16, 16, 12.321928, 6, 0, 759686, 19.535044, 69041, 16.075166, 2502, 1632.310804
16, 16, 12.321928, 6, 0, 7199, 12.813581, 605, 9.240791, 24, 13.441778
16, 16, 12.321928, 6, 0, 45029, 15.458567, 4416, 12.108524, 148, 306.305370
16, 16, 12.321928, 6, 0, 201685, 17.621744, 18228, 14.153869, 661, 289.038090
16, 16, 12.321928, 6, 0, 227251, 17.793927, 20703, 14.337552, 749, 773.592679
16, 16, 12.321928, 6, 0, 1076576, 20.038019, 98216, 16.583670, 3546, 3781.349745
16, 16, 12.321928, 6, 0, 637702, 19.282523, 58293, 15.831035, 2105, 5500.181498
16, 16, 12.321928, 6, 0, 461970, 18.817440, 42124, 15.362355, 1522, 3149.175586
16, 16, 12.321928, 6, 0, 177870, 17.440464, 15892, 13.956013, 586, 280.070716
16, 16, 12.321928, 6, 0, 339309, 18.372240, 31748, 14.954378, 1117, 558.977983
16, 16, 12.321928, 6, 0, 143157, 17.127239, 13215, 13.689889, 470, 1426.997373
16, 16, 12.321928, 6, 0, 947476, 19.853730, 86276, 16.396672, 3130, 6223.868858
16, 16, 12.321928, 6, 0, 1179121, 20.169280, 106867, 16.705457, 3900, 3510.399328
16, 16, 12.321928, 6, 0, 872821, 19.735326, 79625, 16.280934, 2881, 5243.217631
16, 16, 12.321928, 6, 0, 598988, 19.192168, 54589, 15.736323, 1970, 1154.648121
16, 16, 12.321928, 6, 0, 138845, 17.083116, 12098, 13.562481, 459, 1070.081052
16, 16, 12.321928, 6, 0, 718289, 19.454205, 65287, 15.994508, 2372, 4648.662331
16, 16, 12.321928, 6, 0, 334456, 18.351457, 29751, 14.860651, 1104, 1567.705895
16, 16, 12.321928, 6, 0, 127617, 16.961461, 11757, 13.521232, 423, 348.059631
16, 16, 12.321928, 6, 0, 102638, 16.647205, 9158, 13.160817, 338, 415.482625
16, 16, 12.321928, 6, 0, 123469, 16.913789, 11416, 13.478770, 407, 4907.422695
16, 16, 12.321928, 6, 0, 50653, 15.628360, 4707, 12.200592, 166, 71.017038
16, 16, 12.321928, 6, 0, 90595, 16.467144, 8614, 13.072468, 300, 1854.093545
16, 16, 12.321928, 6, 0, 133780, 17.029503, 12038, 13.555308, 440, 2433.858318
16, 16, 12.321928, 6, 0, 361769, 18.464709, 32749, 14.999163, 1194, 2837.796008
16, 16, 12.321928, 6, 0, 1260832, 20.265945, 114140, 16.800445, 4156, 6224.687438
16, 16, 12.321928, 6, 0, 113470, 16.791951, 10362, 13.339015, 371, 553.288778
16, 16, 12.321928, 6, 0, 25267, 14.624967, 2235, 11.126059, 84, 74.868350
16, 16, 12.321928, 6, 0, 2266386, 21.111962, 207954, 17.665905, 7478, 10009.040844
16, 16, 12.321928, 6, 0, 1208855, 20.205210, 110493, 16.753595, 3988, 8801.983552
16, 16, 12.321928, 6, 0, 930821, 19.828144, 83597, 16.351164, 3076, 6062.057614
16, 16, 12.321928, 6, 0, 40347, 15.300174, 3699, 11.852920, 131, 204.956170
16, 16, 12.321928, 6, 0, 200076, 17.610189, 17769, 14.117075, 662, 1842.876222
16, 16, 12.321928, 6, 0, 337450, 18.364314, 30430, 14.893207, 1118, 6265.244399
16, 16, 12.321928, 6, 0, 1142330, 20.123548, 102862, 16.650351, 3768, 8921.607424
16, 16, 12.321928, 6, 0, 228174, 17.799775, 20817, 14.345475, 756, 707.962382
16, 16, 12.321928, 6, 0, 43794, 15.418446, 3912, 11.933691, 144, 1071.908035
16, 16, 12.321928, 6, 0, 63596, 15.956648, 6118, 12.578844, 210, 98.236624
16, 16, 12.321928, 6, 0, 236184, 17.849552, 21762, 14.409524, 781, 3685.138084
16, 16, 12.321928, 6, 0, 851493, 19.699635, 78100, 16.253035, 2809, 4149.732368
16, 16, 12.321928, 6, 0, 80212, 16.291530, 7030, 12.779309, 266, 7851.363907
16, 16, 12.321928, 6, 0, 334930, 18.353500, 31419, 14.939350, 1102, 3119.740135
16, 16, 12.321928, 6, 0, 146007, 17.155678, 13091, 13.676288, 479, 374.512664
16, 16, 12.321928, 6, 0, 68067, 16.054668, 6363, 12.635491, 226, 469.790257
16, 16, 12.321928, 6, 0, 159941, 17.287180, 14760, 13.849405, 528, 211.893775
16, 16, 12.321928, 6, 0, 4482, 12.129927, 343, 8.422065, 15, 7.129532
16, 16, 12.321928, 6, 0, 230115, 17.811996, 21543, 14.394932, 762, 4050.612031
16, 16, 12.321928, 6, 0, 56907, 15.796319, 5118, 12.321364, 186, 103.764393
16, 16, 12.321928, 6, 0, 108591, 16.728545, 9847, 13.265469, 360, 347.552870
16, 16, 12.321928, 6, 0, 175578, 17.421753, 15805, 13.948093, 578, 358.890851
16, 16, 12.321928, 6, 0, 125744, 16.940130, 11445, 13.482430, 416, 1464.995094
16, 16, 12.321928, 6, 0, 141282, 17.108218, 12868, 13.651500, 466, 546.543388
16, 16, 12.321928, 6, 0, 1642507, 20.647468, 148130, 17.176504, 5414, 7554.238269
16, 16, 12.321928, 6, 0, 474911, 18.857298, 42984, 15.391512, 1563, 2005.023636
16, 16, 12.321928, 6, 0, 282772, 18.109280, 26068, 14.669992, 933, 9569.282260
16, 16, 12.321928, 6, 0, 139286, 17.087691, 12511, 13.610909, 459, 1891.843658
16, 16, 12.321928, 6, 0, 817609, 19.641052, 74131, 16.177789, 2697, 5897.492317
16, 16, 12.321928, 6, 0, 37462, 15.193140, 3557, 11.796445, 123, 517.991474
16, 16, 12.321928, 6, 0, 493425, 18.912471, 45055, 15.459400, 1625, 3102.332602
16, 16, 12.321928, 6, 0, 581691, 19.149893, 53138, 15.697456, 1919, 3836.263934
16, 16, 12.321928, 6, 0, 176449, 17.428892, 15659, 13.934704, 580, 1991.491707
16, 16, 12.321928, 6, 0, 454920, 18.795253, 40806, 15.316494, 1498, 655.626382
16, 16, 12.321928, 6, 0, 355218, 18.438345, 32230, 14.976117, 1172, 3641.607984
16, 16, 12.321928, 6, 0, 33305, 15.023451, 2986, 11.543998, 111, 62.723588
16, 16, 12.321928, 6, 0, 873, 9.769838, 57, 5.832890, 2, 2.016172
16, 16, 12.321928, 6, 0, 453663, 18.791261, 41243, 15.331862, 1496, 3458.531091
16, 16, 12.321928, 6, 0, 129553, 16.983183, 11946, 13.544240, 426, 176.661822
16, 16, 12.321928, 6, 0, 125871, 16.941586, 11755, 13.520987, 416, 1420.541232
16, 16, 12.321928, 6, 0, 1163144, 20.149598, 106599, 16.701834, 3838, 7196.717227
16, 16, 12.321928, 6, 0, 31046, 14.922120, 2718, 11.408330, 102, 46.314156
16, 16, 12.321928, 6, 0, 697138, 19.411085, 62681, 15.935741, 2308, 5709.705428
16, 16, 12.321928, 6, 0, 319202, 18.284110, 28872, 14.817383, 1053, 806.327616
16, 16, 12.321928, 6, 0, 156279, 17.253764, 14201, 13.793705, 513, 1092.932309
16, 16, 12.321928, 6, 0, 97100, 16.567184, 9012, 13.137632, 320, 143.265589
16, 16, 12.321928, 6, 0, 538949, 19.039789, 48504, 15.565816, 1783, 2481.096956
16, 16, 12.321928, 6, 0, 68331, 16.060253, 6344, 12.631177, 225, 121.894195
16, 16, 12.321928, 6, 0, 108644, 16.729249, 9634, 13.233919, 358, 173.604246
16, 16, 12.321928, 6, 0, 549318, 19.067282, 49300, 15.589300, 1816, 2677.922822
16, 16, 12.321928, 6, 0, 359189, 18.454384, 32224, 14.975848, 1182, 3009.217914
16, 16, 12.321928, 6, 0, 655612, 19.322483, 58547, 15.837308, 2164, 3679.917282
16, 16, 12.321928, 6, 0, 411132, 18.649242, 37782, 15.205411, 1356, 1565.339713
16, 16, 12.321928, 6, 0, 288859, 18.140006, 25999, 14.666169, 954, 3423.453399
16, 16, 12.321928, 6, 0, 66338, 16.017548, 6217, 12.602003, 218, 75.949845
16, 16, 12.321928, 6, 0, 209859, 17.679061, 19037, 14.216519, 695, 1420.295034
16, 16, 12.321928, 6, 0, 208110, 17.666987, 19341, 14.239375, 686, 766.119421
16, 16, 12.321928, 6, 0, 79483, 16.278359, 7389, 12.851163, 261, 110.931552
16, 16, 12.321928, 6, 0, 13740, 13.746094, 1254, 10.292322, 45, 28.243367
16, 16, 12.321928, 6, 0, 217047, 17.727648, 19216, 14.230020, 712, 289.032213
16, 16, 12.321928, 6, 0, 163577, 17.319610, 15654, 13.934244, 539, 255.254057
16, 16, 12.321928, 6, 0, 588870, 19.167590, 54905, 15.744650, 1942, 2686.909133
16, 16, 12.321928, 6, 0, 181734, 17.471469, 16509, 14.010965, 600, 436.744478
16, 16, 12.321928, 6, 0, 229633, 17.808970, 21260, 14.375854, 761, 335.624722
16, 16, 12.321928, 6, 0, 284208, 18.116588, 26613, 14.699844, 936, 4883.256017
16, 16, 12.321928, 6, 0, 24989, 14.609006, 2397, 11.227014, 83, 1381.865202
16, 16, 12.321928, 6, 0, 3994, 11.963619, 391, 8.611025, 12, 8.797667
16, 16, 12.321928, 6, 0, 342266, 18.384758, 30809, 14.911064, 1132, 2733.568488
16, 16, 12.321928, 6, 0, 624068, 19.251344, 56536, 15.786882, 2063, 2567.627219
16, 16, 12.321928, 6, 0, 843222, 19.685553, 76748, 16.227842, 2779, 5420.616456
16, 16, 12.321928, 6, 0, 292755, 18.159334, 26127, 14.673254, 969, 5287.976000
16, 16, 12.321928, 6, 0, 60227, 15.878123, 5708, 12.478770, 197, 1274.604787
16, 16, 12.321928, 6, 0, 280522, 18.097754, 25478, 14.636964, 924, 2972.728473
16, 16, 12.321928, 6, 0, 19779, 14.271682, 1925, 10.910643, 64, 32.718989
16, 16, 12.321928, 6, 0, 1387538, 20.404096, 125080, 16.932492, 4577, 7225.751447
16, 16, 12.321928, 6, 0, 246071, 17.908715, 22275, 14.443138, 810, 2506.968829
16, 16, 12.321928, 6, 0, 102039, 16.638761, 9347, 13.190288, 336, 205.801894
16, 16, 12.321928, 6, 0, 644707, 19.298284, 58711, 15.841343, 2124, 11270.589643
16, 16, 12.321928, 6, 0, 521099, 18.991198, 46995, 15.520220, 1722, 2326.375700
16, 16, 12.321928, 6, 0, 306484, 18.225452, 27599, 14.752328, 1010, 509.625842
16, 16, 12.321928, 6, 0, 14247, 13.798371, 1321, 10.367415, 47, 27.513069
16, 16, 12.321928, 6, 0, 150981, 17.204007, 14341, 13.807858, 499, 319.112377
16, 16, 12.321928, 6, 0, 99126, 16.596976, 8812, 13.105254, 327, 199.203335
16, 16, 12.321928, 6, 0, 665435, 19.343938, 60614, 15.887363, 2200, 1927.721962
16, 16, 12.321928, 6, 0, 372993, 18.508789, 33466, 15.030409, 1233, 3839.065305
16, 16, 12.321928, 6, 0, 210444, 17.683077, 19973, 14.285763, 691, 829.630888
16, 16, 12.321928, 6, 0, 52529, 15.680826, 4786, 12.224605, 172, 94.250546
16, 16, 12.321928, 6, 0, 265734, 18.019623, 24615, 14.587250, 875, 1302.540054
16, 16, 12.321928, 6, 0, 345938, 18.400154, 31222, 14.930275, 1145, 504.352884
16, 16, 12.321928, 6, 0, 1698299, 20.695659, 153905, 17.231681, 5597, 6392.729923
16, 16, 12.321928, 6, 0, 630237, 19.265535, 57030, 15.799433, 2081, 5244.055827
16, 16, 12.321928, 6, 0, 18909, 14.206785, 1696, 10.727920, 62, 214.471647
16, 16, 12.321928, 6, 0, 391534, 18.578778, 35448, 15.113417, 1295, 2926.773219
16, 16, 12.321928, 6, 0, 136593, 17.059524, 12261, 13.581789, 451, 2943.809144
16, 16, 12.321928, 6, 0, 59311, 15.856012, 5165, 12.334553, 196, 88.584661
16, 16, 12.321928, 6, 0, 197696, 17.592924, 18213, 14.152681, 652, 359.668490
16, 16, 12.321928, 6, 0, 95245, 16.539356, 8472, 13.048487, 314, 1822.131714
16, 16, 12.321928, 6, 0, 226285, 17.787781, 20159, 14.299136, 750, 1074.744802
16, 16, 12.321928, 6, 0, 217583, 17.731206, 19567, 14.256135, 720, 1503.975441
16, 16, 12.321928, 6, 0, 130960, 16.998767, 12070, 13.559138, 433, 1218.363945
16, 16, 12.321928, 6, 0, 250594, 17.934992, 23134, 14.497727, 829, 1321.413967
16, 16, 12.321928, 6, 0, 144759, 17.143294, 13245, 13.693160, 477, 248.378360
16, 16, 12.321928, 6, 0, 307415, 18.229828, 27940, 14.770044, 1013, 2737.013335
16, 16, 12.321928, 6, 0, 704086, 19.425392, 63814, 15.961585, 2321, 5504.229661
16, 16, 12.321928, 6, 0, 966297, 19.882107, 88641, 16.435687, 3194, 6178.896844
16, 16, 12.321928, 6, 0, 154315, 17.235519, 13885, 13.761240, 510, 3014.826872
16, 16, 12.321928, 6, 0, 386248, 18.559168, 34883, 15.090236, 1273, 5697.055727
16, 16, 12.321928, 6, 0, 46273, 15.497883, 4259, 12.056299, 152, 335.764853
16, 16, 12.321928, 6, 0, 63897, 15.963461, 5619, 12.456098, 212, 969.823740
16, 16, 12.321928, 6, 0, 1059431, 20.014858, 97090, 16.567035, 3497, 6870.502734
16, 16, 12.321928, 6, 0, 514542, 18.972929, 46284, 15.498226, 1698, 6555.578035
16, 16, 12.321928, 6, 0, 556330, 19.085581, 51011, 15.638521, 1836, 2139.591217
16, 16, 12.321928, 6, 0, 47087, 15.523041, 4252, 12.053926, 154, 63.079943
16, 16, 12.321928, 6, 0, 418715, 18.675609, 37780, 15.205335, 1382, 667.300499
16, 16, 12.321928, 6, 0, 101537, 16.631646, 8741, 13.093583, 335, 417.093129
16, 16, 12.321928, 6, 0, 45731, 15.480885, 3951, 11.948002, 151, 102.880384
16, 16, 12.321928, 6, 0, 240115, 17.873366, 21351, 14.382016, 790, 1185.960313
16, 16, 12.321928, 6, 0, 650203, 19.310531, 58811, 15.843798, 2150, 5923.730017
16, 16, 12.321928, 6, 0, 21625, 14.400413, 1982, 10.952741, 71, 36.356390
16, 16, 12.321928, 6, 0, 49068, 15.582495, 4172, 12.026523, 161, 394.180688
16, 16, 12.321928, 6, 0, 1921, 10.907642, 185, 7.531381, 6, 2.284681
16, 16, 12.321928, 6, 0, 156381, 17.254706, 14443, 13.818083, 516, 1039.924571
16, 16, 12.321928, 6, 0, 1195624, 20.189332, 107586, 16.715131, 3943, 9880.052538
16, 16, 12.321928, 6, 0, 145615, 17.151799, 13361, 13.705740, 478, 243.225000
16, 16, 12.321928, 6, 0, 93161, 16.507439, 8277, 13.014892, 307, 2317.972435
16, 16, 12.321928, 6, 0, 222479, 17.763310, 20017, 14.288938, 735, 344.599187
16, 16, 12.321928, 6, 0, 12154, 13.569144, 1118, 10.126704, 40, 22.197575
16, 16, 12.321928, 6, 0, 4240, 12.049849, 376, 8.554589, 14, 10.030666
16, 16, 12.321928, 6, 0, 4464, 12.124121, 345, 8.430453, 14, 10.142360
16, 16, 12.321928, 6, 0, 816999, 19.639975, 73629, 16.167986, 2690, 13246.941707
16, 16, 12.321928, 6, 0, 162128, 17.306774, 14542, 13.827938, 534, 549.079435
16, 16, 12.321928, 6, 0, 3735, 11.866893, 354, 8.467606, 12, 8.822375
16, 16, 12.321928, 6, 0, 67749, 16.047912, 5942, 12.536733, 222, 172.288094
16, 16, 12.321928, 6, 0, 11276, 13.460968, 1079, 10.075479, 37, 30.407846
16, 16, 12.321928, 6, 0, 9998, 13.287424, 926, 9.854868, 33, 38.958636
16, 16, 12.321928, 6, 0, 47303, 15.529644, 4311, 12.073807, 156, 80.684329
16, 16, 12.321928, 6, 0, 168053, 17.358557, 15377, 13.908486, 556, 256.624009
16, 16, 12.321928, 6, 0, 424432, 18.695174, 38184, 15.220681, 1400, 1939.844102
16, 16, 12.321928, 6, 0, 2258226, 21.106758, 204156, 17.639312, 7448, 11250.628985
16, 16, 12.321928, 6, 0, 976833, 19.897752, 89557, 16.450519, 3224, 9020.459248
16, 16, 12.321928, 6, 0, 53099, 15.696397, 4782, 12.223398, 177, 409.081746
16, 16, 12.321928, 6, 0, 245921, 17.907835, 22258, 14.442036, 812, 932.131320
16, 16, 12.321928, 6, 0, 987749, 19.913785, 91548, 16.482241, 3261, 10498.809384
16, 16, 12.321928, 6, 0, 18774, 14.196448, 1686, 10.719389, 61, 30.904485
16, 16, 12.321928, 6, 0, 571465, 19.124306, 51844, 15.661889, 1883, 1256.173495
16, 16, 12.321928, 6, 0, 75445, 16.203138, 7100, 12.793603, 248, 123.069573
16, 16, 12.321928, 6, 0, 154976, 17.241685, 14111, 13.784533, 511, 217.646031
16, 16, 12.321928, 6, 0, 276176, 18.075228, 25059, 14.613041, 911, 6375.949020
16, 16, 12.321928, 6, 0, 49347, 15.590675, 4498, 12.135068, 161, 59.976159
16, 16, 12.321928, 6, 0, 306255, 18.224374, 27752, 14.760304, 1009, 6322.671523
16, 16, 12.321928, 6, 0, 778759, 19.570817, 71708, 16.129846, 2576, 5308.476029
16, 16, 12.321928, 6, 0, 233065, 17.830373, 21034, 14.360436, 770, 1518.351603
16, 16, 12.321928, 6, 0, 474517, 18.856100, 44040, 15.426527, 1564, 6007.589887
16, 16, 12.321928, 6, 0, 156635, 17.257047, 14324, 13.806147, 517, 585.305477
16, 16, 12.321928, 6, 0, 78809, 16.266073, 6617, 12.691962, 262, 123.963003
16, 16, 12.321928, 6, 0, 362754, 18.468632, 33712, 15.040975, 1197, 3674.489398
16, 16, 12.321928, 6, 0, 414268, 18.660205, 37179, 15.182200, 1366, 4052.442719
16, 16, 12.321928, 6, 0, 1663803, 20.666053, 152648, 17.219849, 5493, 5323.815076
